Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Param_9,Param_10,Param_11,Param_12,Param_13,Param_14,Param_15,Param_16,Param_17,Param_18,Param_19,Param_20,Param_21,Param_22,Param_23,Param_24,Param_25,Param_26,Param_27,Param_28,Param_29,Param_30,Param_31,Param_32,Param_33,Param_34,Param_35,Param_36,Param_37,Param_38,Param_39,Param_40,Param_41,Param_42,Param_43,Param_44,Param_45,Param_46,Param_47,Param_48,Param_49,Param_50,Param_51,Param_52,Param_53,Param_54,Param_55,Param_56,Param_57,Param_58,Param_59,Param_60,Param_61,Param_62,Param_63,Param_64,Param_65,Param_66,Param_67,Param_68,Param_69,Param_70,Param_71,Param_72,Param_73,Param_74,Param_75,Param_76,Param_77,Param_78,Param_79,Param_80,Param_81,Param_82,Param_83,Param_84,Param_85,Param_86,Param_87,Param_88,Param_89,Param_90,Param_91,Param_92,Param_93,Param_94,Param_95,Param_96,Param_97,Param_98,Param_99,Param_100,Param_101,Param_102,Param_103,Param_104,Param_105,Param_106,Param_107,Param_108,Param_109,Param_110,Param_111,Param_112,Param_113,Param_114,Param_115,Param_116,Param_117,Param_118,Param_119,Param_120,Param_121,Param_122,Param_123,Param_124,Param_125,Param_126,Param_127,Param_128
0.6187904097169284,0.5819353544284369,0.4458762905112006,0.6726721300720557,0.4224643642195257,0.545145003805259,0.21193153079216215,0.4140906302078421,0.551957536727359,0.16245874591083187,0.5739049943160134,0.23875282345592164,0.2251961761107079,0.33666136352491993,0.1660146330084165,0.5126263065563085,0.31092204332522455,0.2543444758011515,0.3170247952328413,0.09791682854779421,0.12253442217775032,0.1595340338813512,0.2834936337832251,0.36477903484313434,0.3812873931657217,0.23162894486603686,0.3007699383059169,0.18011120303039332,0.3603493793392064,0.26918856967264404,0.3170663925208119,0.16999217231385239,0.20830518060920925,0.42506685980422954,0.4728386599208928,0.44108418870362676,0.6180402988271732,0.48689633135864785,0.5904752329506484,0.6700464727678109,0.6805356051029083,0.6736097233906655,0.49886997874073485,0.29811564313200156,0.39345716199502434,0.62522123332444,0.6647983269620816,0.5102024973227638,0.4046602710752968,0.46911964088606234,0.38705642239552773,0.7305144756025548,0.6004458024929118,0.3351398411708723,0.16081149242988096,0.3527064601843296,0.3053154289072654,0.2113466405487281,0.19753007937698075,0.19269671206644107,0.3631510200504745,0.4051381013162188,0.19673080139459964,0.05498348204411879,0.1268404996337345,0.4563669675753992,0.21885216706911448,0.10217648236069488,0.3463206424668087,0.6443100230289887,0.4505526549496254,0.22337454249157762,0.08573798991849202,0.21549441475157102,0.31346323504915585,0.17869810823101584,0.4437055004864904,0.7641047155944195,0.7132896592933351,0.1919074049203208,0.16403608636278538,0.4469611260338911,0.6647892808005522,0.26146601223047744,0.44672300682306154,0.3981290494958338,0.3564984372198208,0.24164710807269138,0.3572034727923932,0.4570334854748498,0.4440424940025657,0.17033150504495936,0.22182882538837523,0.5025639874055513,0.4220996573193933,0.4188908903437005,0.4921676086183574,0.579942694684022,0.4989000397463421,0.21166020938256203,0.7168981491068919,0.8107545952524728,0.5427646592717873,0.6276376309102796,0.6874049480345201,0.3249641226137873,0.49058419588005364,0.7755300350575143,0.5520836514025186,0.5521129309215393,0.9797873836566438,0.8470274955764978,0.5172385824838739,0.7909307620895554,0.715865665021818,0.5205409250192953,0.595355065963785,0.6316935896534844,0.41297696785533744,0.6490177760867915,0.8370242154679631,0.45277552973608015,0.2672969179390665,0.3187632776246917,0.16210388034893958,0.33851059235020886,0.7137279327629903,0.5932733618383286
0.46341398169986436,0.5857815622790021,0.7277508538409291,0.50921718220949,0.5390705205933919,0.5971992478391644,0.5830928896676518,0.6160698953519493,0.5860113626663497,0.28061905623734595,0.565767982151756,0.3221431641101785,0.2680405081839655,0.320791538672599,0.4192294825342422,0.46636301305979927,0.37838093162197467,0.22721018679324567,0.340576710979873,0.21836469609047646,0.1820099995183918,0.34013564491282305,0.32471603243062874,0.477898981389797,0.5493268979200543,0.4274027192752266,0.5319793791284313,0.5985842573786244,0.6132236291730829,0.7185269426467712,0.468355134597959,0.3877357147525806,0.44527106638701114,0.5595079590792292,0.5360143458548988,0.5361467694639153,0.43077793099107525,0.32011775872770165,0.26121489039166546,0.2700367135342283,0.33602661009251145,0.45902063248277825,0.45291006516625776,0.368704656510361,0.48620160055746914,0.5206095249723278,0.5555987660459454,0.5956296460346664,0.6368176031412186,0.6688290277916703,0.5398455986212688,0.4323795198499458,0.7141200605957382,0.7382701185978823,0.6403542386228338,0.5001371198634172,0.3501282588217176,0.38322459877667636,0.6550830828661813,0.5263578245958318,0.5131505186152509,0.49916944454627465,0.5563713402224939,0.44866604636958474,0.4070634939312668,0.4914167482251389,0.3993983342681975,0.47012834420178373,0.5695100762447939,0.5406772845327283,0.4787207577538313,0.6150387371265569,0.6058830435296302,0.4367981022181902,0.3549999979435302,0.5055880729251343,0.4741822200944453,0.34114577241226257,0.28604175500372697,0.315186941541213,0.5730135144636869,0.5509409003912933,0.6399721584934198,0.5757053568149556,0.6395981158012086,0.640492064479425,0.7602411889190173,0.642415037063132,0.6254400683143929,0.5750865653025655,0.5311950781100694,0.5636975525806425,0.7215878552735023,0.5546977679925773,0.4559645464464837,0.6252035487176807,0.6031475146879484,0.4282162417361444,0.5467899707688294,0.5871631738459406,0.5728127146654078,0.5217131673610834,0.6169352267519264,0.5072984316281739,0.42570489268319506,0.5185721724168562,0.6431179307763901,0.4302640230918472,0.40557750121949115,0.6017887201089164,0.391619334727965,0.425138285746429,0.34970942349009926,0.41985982928498083,0.26559628349507364,0.6469607052223215,0.68153210633694,0.4142644420523861,0.4882026834963391,0.6729418625161108,0.6109439155226876,0.7056109604965616,0.677630689463891,0.5725758697282659,0.5306616823043127,0.4835850602585935,0.6740729236801286,0.5269181201377965
0.477942968231466,0.8019415866022724,0.5511380903786125,0.8002790017895476,0.6424918825643676,0.6059498237746946,0.7301368759976072,0.757391820913559,0.5818228554456825,0.5557379259994,0.48439562172948714,0.498519055291851,0.43252357666766045,0.3109106491083438,0.5982205804257894,0.48932600872330034,0.4888308290197749,0.3772534094324391,0.3201603156919423,0.19464834312908413,0.1864805917017882,0.301302770472683,0.2976779813268652,0.46975671368702127,0.44482414407438725,0.2736917412781968,0.27754083745889957,0.2988105689403334,0.3279472251423483,0.4012049085792355,0.3124091229965641,0.21219174988293166,0.3444965678994203,0.4719435788845746,0.6052453741492172,0.622620835888098,0.7940582489210359,0.7041250353243806,0.7024878215344108,0.7323714201559398,0.7301751281391158,0.6966603357653228,0.5827858697796884,0.200542168565239,0.4500412362683643,0.554906389884151,0.761846092768374,0.4729644368905088,0.41553348011247665,0.4076832904270795,0.500489786127233,0.7032786901615944,0.5745291749446285,0.19714772558148028,0.2698048234292813,0.3893513810136341,0.3853243651851253,0.19245602628143085,0.2009790425541838,0.06762964209422923,0.2621518682357528,0.3674616992896112,0.28164536712186805,0.09267504692999329,0.09312323956272606,0.381589799333527,0.3188024849765053,0.21454371576328118,0.47136096536909783,0.41791673505695953,0.5277869806992791,0.12699415120124147,0.23568217218281712,0.35386033185731763,0.3887783479226159,0.19398824146134297,0.41163018149573855,0.48575811283959813,0.38887437629840677,0.3585246745813199,0.8285131103767327,0.6696724604696334,0.3505698342017899,0.3565550455058517,0.6357539817352738,0.26317098420201457,0.3411340995719744,0.49809338195055575,0.4625870780946013,0.23738089858075867,0.27373155071227045,0.4787636456815925,0.5531444096420388,0.542911162627016,0.6038479473494436,0.5487846078845136,0.49736128526479084,0.5110468119715349,0.820693451484666,0.5195631788417685,0.413494892798588,0.5083472398090241,0.7732773890863711,0.8426481788342499,0.776409644135155,0.48127516039424945,0.5407551763184055,0.637366467830947,0.8085625565906033,0.6847207824199605,0.7711014110268153,0.7654528970934962,0.7072698945824012,0.7072245682623907,0.5613928734613163,0.6289162435197954,0.5413255900240913,0.42540128628623075,0.5753518958886308,0.6227160862830586,0.5918016070611054,0.604927984894712,0.5426896628256878,0.4656107282947666,0.3606345010364871,0.4394526519931036,0.3702636722146347,0.41143503363372036
0.6292367259803475,0.732665766754809,0.5490821382356467,0.49869044104515414,0.5479298113162967,0.5181617744054268,0.4526164081741825,0.6566911407070861,0.193748894009238,0.20405178522087766,0.6898884700798187,0.13208013278447567,0.31367218289035437,0.31941099341830204,0.4113770947245581,0.392688576919933,0.2686337893023751,0.17252052560359513,0.2443834052118383,0.07182147238637279,0.17047351052416393,0.0706916806012452,0.31017299786347624,0.10579285677443889,0.401321972616556,0.10413090309538564,0.1417150653368503,0.19618462909507173,0.27845065975359007,0.659391704532089,0.4479749516223493,0.38213030131555265,0.3690894445653975,0.25670755483238394,0.09921989338149262,0.2286661003917727,0.6291136074882882,0.7803256188255564,0.8195193378795285,0.876939259352718,0.6946807287155369,0.619346882008333,0.44355148261662136,0.36681095327908586,0.44516435884443883,0.610422529585286,0.5324076408845324,0.4015820763636408,0.4087226370326395,0.46449390801390544,0.5854531098983118,0.6649006782586605,0.5449153038443948,0.25580785276561924,0.16115359486461017,0.42353750898737075,0.3226367324422426,0.20004298217091376,0.21006910238647541,0.4749556479450866,0.6749370878371679,0.6420707279796938,0.40591350565100465,0.18322683786146346,0.2548141272001371,0.5199070556381338,0.2789101437954481,0.26688739293436914,0.27655150891115216,0.40316885614073444,0.36724792760504776,0.12122428485426101,0.1562897297076899,0.42729095254030314,0.6571770283270495,0.42505047768093246,0.6643183701471537,0.8804537420667813,0.5419790788231096,0.28123392756366344,0.3979172552541893,0.42131925526258895,0.39233865975403076,0.14917816693086008,0.5260407694133886,0.6366948680751577,0.38961444743982676,0.20760692382196896,0.6977641276753664,0.6338792125859454,0.15225114462273703,0.2590111676617586,0.611067661996464,0.6862638167758459,0.21884441225410783,0.6079460974033459,0.7525288434430598,0.40528175424995755,0.5483892130008632,0.46476653750333147,0.42524670772109746,0.183155033569161,0.6934530413560542,0.726605224568238,0.554271196817256,0.6744571416171162,0.679803998117662,0.25835512742470645,0.2660245850222835,0.49850271998089085,0.6177196890885372,0.32086688239554473,0.40007811860089637,0.466649617654347,0.11858868386466431,0.3261834109959118,0.6049144510670476,0.3439569577456453,0.11144498970523098,0.5764362911021713,0.30629892253974184,0.10861088776211536,0.5485781589080296,0.4912527444490427,0.3852331258260434,0.41819265042381415,0.29848805634315434,0.1950878209712708
0.5166442801144491,0.3810875703679189,0.3652221573728433,0.4268240334255442,0.3138002583194223,0.5385604186810808,0.47855418784400805,0.3414047212061421,0.6436181878257379,0.3074179387912975,0.35363513409769387,0.3314909380221464,0.2791397010543752,0.456901685782255,0.2943272679927353,0.37418565762548217,0.45005605043022273,0.3832259638708804,0.42633646942320175,0.4307420697488242,0.5716562557319061,0.5504984547229449,0.6947563298587105,0.688770566099655,0.587282832581567,0.3185725116978885,0.47368384560034477,0.3203587742049567,0.4972634287873913,0.4082717689186129,0.24193394262826554,0.26483429065987146,0.35487904463769104,0.4149035081408551,0.4286735407070772,0.2468280428658824,0.24823341614808792,0.2258626532575967,0.17202219279185027,0.1335648836087397,0.2337649371342431,0.3999419081258868,0.471065071687892,0.36327615130615143,0.32435862209290045,0.3790346151802551,0.17273974225548633,0.2033031934880136,0.530556113543035,0.7277882835217171,0.35508359174278803,0.3500686688277314,0.5144095875988198,0.4849312542974044,0.44228826284070183,0.39255022351318875,0.21975263368064674,0.20077525310547975,0.4195031028270202,0.35753191609431645,0.22052764743915376,0.2036285979206366,0.5030227126785942,0.4329365797003988,0.35412962792439256,0.37531857252999984,0.5615852332725348,0.4274554812648591,0.523669547746994,0.4819360081030727,0.6194749330556097,0.49844253653636283,0.5941978562090167,0.3773978973405202,0.35868940765854046,0.33917405132176853,0.223938844247022,0.2793561699080745,0.5256783249872085,0.35026254213418934,0.41862194647499784,0.5084393833829098,0.45369772176193957,0.47056088847263683,0.5460598734100587,0.2902701301732776,0.5051297756849003,0.5180637323033094,0.3607548652715296,0.594482391648719,0.5707751274603766,0.41687538580828953,0.6190285050846994,0.38171769913517883,0.15360919109093202,0.3826962940426889,0.5418181359052168,0.5708932524386869,0.6697683843453317,0.404329513499923,0.7792241975582807,0.4246601604646535,0.3511053834500648,0.5285846332490205,0.6233882300430335,0.5386988883321994,0.4221511648931159,0.3251348286456479,0.5395853908176121,0.6301380184346719,0.4567317922411765,0.3363650521636421,0.3002252999783229,0.3877138251682912,0.4659856140149258,0.6598851389944246,0.6115984131192949,0.2926012771618844,0.36367305095840696,0.6297036138116994,0.564693505345659,0.30954017156937824,0.2837922145522822,0.5351568881044321,0.5184364219791018,0.5465333385311628,0.6452735090832677,0.747902721830867
0.7468635559397766,0.6550653896026793,0.3903701939679758,0.6963636463037274,0.4855128532917076,0.5034375825432753,0.32606535878868964,0.48765845462296176,0.4747691142002018,0.16265211793321238,0.5595965313495027,0.31664266002603814,0.22446034398558518,0.3570026513217691,0.1868781830379827,0.6189921203153131,0.39515341670157844,0.21831377518532372,0.445525136008064,0.11699020321317205,0.22016615226811848,0.26570586527092227,0.34258055394856224,0.4281807267082099,0.4075409982135814,0.2701624243039881,0.2765682381867195,0.1654939236477315,0.4556040708924476,0.42888413627848787,0.4341139006675311,0.2684093406433521,0.5114123180272784,0.568503736671021,0.5130797812105907,0.5697917288850916,0.6839052872501417,0.5994878710871483,0.7644881975832809,0.7390207607263447,0.6505078815915759,0.6184177264575657,0.4910132363385231,0.44432218083929664,0.6570819321879933,0.6917974848047721,0.7147884305858274,0.5865483402253742,0.37519224196674306,0.6410324525706022,0.5462861011108282,0.6270553152110846,0.5700017320687358,0.3800496715025651,0.4667319590777901,0.5947676180984036,0.26396836469574775,0.19232832650441728,0.3034742335131148,0.4795244866957522,0.38632268707615774,0.3537491881152645,0.4108039512484105,0.279092858954029,0.3531849807904831,0.5279663005736297,0.5351508066985706,0.527804840028188,0.3799004656628432,0.4254756410239841,0.3776059807778809,0.4519799131617341,0.3506830625367046,0.3341888321546672,0.501948371502099,0.5204377314292965,0.43909416238126514,0.48833741364736427,0.4387736729750185,0.4835300539439342,0.7776332179172325,0.5645362929943336,0.5563307336024101,0.39539106525557377,0.5537406327355826,0.37621637370013084,0.5461012404779835,0.6184319511136719,0.5726639361864626,0.6934432789944215,0.5114130470209292,0.41810115162492595,0.5467737840128933,0.6861591897888691,0.39949991740981483,0.6100496231174677,0.7053803237670616,0.48180231124681316,0.6489903733375535,0.8177670264501284,0.6586570287768977,0.4190165142094323,0.8671654401977119,0.8788648200016753,0.5502161162033932,0.6581324235912656,0.7161544520101593,0.6323175279305833,0.6278736139686151,0.807974168743552,0.8143198151337248,0.7836631975993253,0.5254712390404404,0.5023877156385357,0.6051961733999351,0.650670730870702,0.5802296465934987,0.5228947543639653,0.5550206715858015,0.33618932558058856,0.6551725309328895,0.5207058403868647,0.49182357216502953,0.7089467869497987,0.56062039562664,0.6138955498274136,0.7550322591738774,0.4641121457724531
0.5393148421407106,0.32514960533385473,0.3350251922727955,0.4034402335250445,0.09738081922023673,0.38692453380179825,0.49295207352946024,0.0,0.6440966113641378,0.2767615216032394,0.22639333050150473,0.1752968796933584,0.07969964359913911,0.42116900416500364,0.17929721053002756,0.6010230411873079,0.5894290280070511,0.5316375159489583,0.7171596828812004,0.6589163681023655,0.7570239226065866,0.7845041529408436,0.5098257304405848,0.22797280256221325,0.15720251816967662,0.34092461395279233,0.3963679310998973,0.13100744031658643,0.035801149645637964,0.2041615223924626,0.7135108354304375,0.5423841560648563,0.20408118001595155,0.02913847248841328,0.19911058061322628,0.2078416057184472,0.28495415784379907,0.30017830621942776,0.564148800612809,0.5545627382365448,0.320262966834601,0.07249424025336179,0.12472692906449323,0.4212473613274516,0.4951695077364977,0.3258723518300408,0.4568878970482336,0.2831505029872466,0.0038800955536980597,0.3972895356121906,0.622621557333959,0.5888012031212102,0.10850768184275367,0.3704525565831237,0.31371262860056226,0.3462635376572632,0.539135917284705,0.6959422639302879,0.44333505294070796,0.6822690406271692,0.6967619247166981,0.26054431300871844,0.2736761356131698,0.57603178335653,0.29559501015128625,0.5059418064919082,0.4743430718066944,0.0896499583764942,0.4062006488626685,0.8153395257243201,0.15208112659828127,0.2028025586714607,0.5061370796594963,0.24993829522081523,0.4639836093184406,0.4527330337565202,0.11986455980880739,0.6353218603084722,0.4456999708981204,0.0945255859162775,0.7295381739335959,0.7506791343246852,0.0654629314993016,0.34265044761656066,0.40343072919485856,0.4772166797185836,0.7249977635583278,0.13595952085297008,0.4498852817294045,0.6988832283962458,0.14726062548700325,0.708202297270888,0.4354295239437999,0.3328399135479053,0.48384302038388544,0.2137013561502774,0.47297751563844426,0.3130515196386425,0.4395864942935609,0.9071955677297232,0.28805329372619615,0.42083527494591955,0.6280101898038144,0.40491585130075014,0.6591853934653845,0.1979941309910263,0.7298933982839086,0.7044358589976656,0.2903277314898875,0.9090895097321777,0.6763535957471699,0.5679414088025184,0.5486238017933402,0.374443817889204,0.4188975335898487,0.42569258504951646,0.4189457421263048,0.6761621273043599,0.4824998753382721,0.4998268163172325,0.0,0.4048668487913919,0.7300518816212167,0.6415341019032126,0.6455448432100468,0.12228649004384823,0.5572521378329605,0.39442270379701694
0.4394866821233092,0.5855883351427017,0.8120538130944297,0.6144360373363074,0.6681695952861939,0.7924886193688495,0.6874982719216342,0.5985862136872179,0.642334132625601,0.3839795430674461,0.5935556123514594,0.4313758043932284,0.4030020397122028,0.33121521438993157,0.5172009777114254,0.6661174431773326,0.4150035178373183,0.3624367001308408,0.3522049038948401,0.2346669549260779,0.21911745040716388,0.32337776385660605,0.4841536258395042,0.4733268925020928,0.41425545502234395,0.3976276397257574,0.29683463695308787,0.36121899554098263,0.42740586195648583,0.4209562693630953,0.40871383831284197,0.2738152888230401,0.32537817872606256,0.41321345361810774,0.3792144879904163,0.3137540468586027,0.48033013612072417,0.34148086279168094,0.282340121812769,0.22092039633749677,0.23739599513537313,0.3581476573720495,0.5918848025592227,0.6716320044917055,0.6312738816271101,0.4760897962982782,0.44939656457490007,0.6334595100940104,0.6757467500775,0.6926952146804317,0.5359934281336057,0.5256666182486989,0.6513186125342624,0.6098627475703631,0.5665072903257689,0.6135348005476959,0.4041025891827216,0.23992228037793456,0.43422312372060856,0.48674739463180694,0.34725173852288677,0.3491623955236093,0.46903287872790067,0.37546279440077734,0.37613996665857363,0.2885231374103767,0.30666430521562593,0.523988291311085,0.5670021297976786,0.43861623343377865,0.4787552549821289,0.6292960035471125,0.5304139285070091,0.25337857340368714,0.2344455613360638,0.3721970913838458,0.48720650659053594,0.2889326460974066,0.28357169781263625,0.391154691582813,0.6260480111901165,0.5070655641883622,0.5903448731671027,0.5457165213991835,0.5974121220603731,0.5311580796496275,0.6385971077617438,0.6069854375176034,0.6820904411692282,0.6364189294057494,0.5157944260191146,0.36938784725526974,0.5717854918355486,0.5506263901056185,0.2592781735523863,0.43027965017527475,0.6081194570908313,0.3735033935975443,0.47179436406930664,0.6342286721950003,0.6278142124514441,0.4271744104235051,0.5736785722014075,0.6435441987381005,0.6372941712958612,0.4294893278950551,0.6016167477440225,0.517492722756328,0.5294959512041197,0.5175554961784148,0.4108174319739657,0.46974148122335846,0.616001392592181,0.6840064702102726,0.49712332964085343,0.7718270336347611,0.7554269173034895,0.4788868960206753,0.6282244582748292,0.7152760661888216,0.7098768898734419,0.7345382731736517,0.7443772918439833,0.45815921315217534,0.7022405816211408,0.8385771987900921,0.556113403771574,0.6640425710941245
0.32819663078438044,0.5285008669636498,0.6011275921017272,0.4244464589005397,0.3393402081585845,0.5889634345228614,0.2801455072461648,0.3997129215582725,0.5867124241348912,0.32437752614717447,0.32377430873915247,0.14985366862523208,0.31978648024117184,0.2233996485215884,0.18583411342691236,0.43396670006196997,0.3598762074547489,0.15081436395196296,0.22094893500241009,0.1813814872520555,0.1084028591132056,0.1996920873588076,0.24414379014201737,0.4636021988309518,0.32746450546223993,0.29286241010802133,0.36675434250280486,0.3662018746418656,0.6765684836046231,0.6648407450435301,0.7090115672549167,0.6561450134259255,0.6553790865209852,0.6570097676573813,0.5828404257703405,0.5832678753545821,0.47371003290667696,0.3240946271195702,0.22309878813820264,0.1227324542562623,0.21245388608915292,0.2829038197196613,0.24715334777515077,0.055887118644529776,0.23623698910353844,0.2765324270272321,0.27720314600834717,0.1063760982705261,0.20128276566431674,0.5591218871030293,0.4661125341596366,0.42846903921878443,0.39375233836993095,0.36377222623218275,0.4250932267536129,0.41922592566880873,0.2050833624517188,0.2949393899123893,0.5833148571207172,0.5142925469201587,0.141778861761934,0.1558326399476981,0.43253688236953763,0.38028651962778454,0.224378327657175,0.3669874762465795,0.6608252155683019,0.6004359956296949,0.4172969929184334,0.4501939914888935,0.7374527756750457,0.5883831239848614,0.519544882371178,0.42163261212637165,0.4711444840749032,0.26581292868863815,0.21174794908927477,0.3376616316137144,0.3055577557570101,0.1804946228356959,0.40023933892390884,0.3544240694601414,0.35426383429397745,0.2988192221844315,0.36815032494968586,0.3832247557118775,0.2757911978181914,0.4218226986301361,0.361321748630836,0.377759428145229,0.501088834347448,0.6125951706796059,0.22955901469873552,0.21283134878455995,0.228605552022204,0.3653976418635496,0.444745766369578,0.42720107735870777,0.5609866113044921,0.5357923707440964,0.4045395249144619,0.4309226040991296,0.39135380648468643,0.38476850412047836,0.45208025608736974,0.4262706642918225,0.48989843077229833,0.4330625782191145,0.6671066279195139,0.7820343646275082,0.5758367978987436,0.3850112398642121,0.39630018596523653,0.6653393344475085,0.5968574866897236,0.730452222190233,0.5578018594046082,0.4917481908517331,0.4047199728695374,0.5421308422335768,0.575160749034186,0.5095455047820291,0.5548637524874149,0.6411892178484074,0.567875869147048,0.5604441469038697,0.7607879748412022,0.5874486919963257
0.5056874251964583,0.6032280568795357,0.6318670067949259,0.7002652977173243,0.7582122416776267,0.5708376954869141,0.7071600168870135,0.7232460351591616,0.5957627656925013,0.5383865208894059,0.5963009154973132,0.3778744622408898,0.44225424457975954,0.4093664071613712,0.47639824616076415,0.5083370885583359,0.35831641071942194,0.39613436501077726,0.31425546556925776,0.2149851537430395,0.2581714630232494,0.33533783312714177,0.28736039612015485,0.4270232777054458,0.4345319431627689,0.2566574689645257,0.35034684532854377,0.2823548003118036,0.45168841934375054,0.4284000088333921,0.36220878650986277,0.25192848266000756,0.3037039197618971,0.42216166944365896,0.33482098467765625,0.30384287742882404,0.24158404641581632,0.15904741991560117,0.09590162005017099,0.11379986517819143,0.14881402913082303,0.23138988532388502,0.13499447275801674,0.11680521542969877,0.19246270871615462,0.23621779194508466,0.15839020761527398,0.17122203938597577,0.2682783317912631,0.4925484647633487,0.28831860272234444,0.2853605240037773,0.39106711390581217,0.4118234065600283,0.39907191493494587,0.25593766577381083,0.10070086459851174,0.10693612862091131,0.42028478994122964,0.3620274434336098,0.2839442292417076,0.29661709337386877,0.34898880975250623,0.25278494616509806,0.2755925622137446,0.45404793944693833,0.5102851176899984,0.4349166332027153,0.47784429882662366,0.44259216811290986,0.4816407047569064,0.4422865242557343,0.5808791881585342,0.5775871026026613,0.5052931631426314,0.39345792024630694,0.45505826227886,0.42385632189681577,0.4294608802783121,0.513907387723687,0.5803129751857016,0.44002279620402673,0.5101677499930323,0.6573157574039199,0.7322671068459345,0.6842295275286454,0.8015374671206466,0.7153254055069463,0.5047112655666751,0.39448052248181625,0.49132409060546867,0.557731068010506,0.6962560665405595,0.7822869929285179,0.43891278751095153,0.3356079207948356,0.4958027419972793,0.5504939457095549,0.7039092468104099,0.34062467686548165,0.30152678309950076,0.5005838358022476,0.35687571785333505,0.28886774884386857,0.5541979520863799,0.4220994123375571,0.36685115932576245,0.26301412800312685,0.34320665254982874,0.43303866095317706,0.2930094609366843,0.329345793351209,0.2714105281362659,0.21222800891129068,0.48864214756567115,0.598015644299945,0.5358857613826723,0.35501837199466846,0.37619041137606957,0.6893192440062685,0.7186216463022821,0.5132788870286107,0.4059639034125766,0.3156255992632927,0.4941855281487137,0.6619742173522412,0.46059044479911937,0.35583205369107795
